month,year,station,basin,day_night,size_class,trap,count
8,1996,124,north,N,large,C,88
8,1996,124,north,N,large,D,115
8,1996,124,north,N,large,E,130
8,1996,124,north,N,small,A,48
8,1996,124,north,N,small,B,120
8,1996,124,north,N,small,C,83
8,1996,124,north,N,small,D,106
8,1996,124,north,N,small,E,143
8,1996,128,north,D,large,A,6
8,1996,128,north,D,large,B,0
8,1996,128,north,D,large,C,3
8,1996,128,north,D,large,D,3
8,1996,128,north,D,large,E,3
8,1996,128,north,D,small,A,236
8,1996,128,north,D,small,B,23
8,1996,128,north,D,small,C,18
8,1996,128,north,D,small,D,149
8,1996,128,north,D,small,E,32
8,1996,128,north,N,large,A,85
8,1996,128,north,N,large,B,45
8,1996,128,north,N,large,C,123
8,1996,128,north,N,large,D,88
8,1996,128,north,N,large,E,97
8,1996,128,north,N,small,A,39
8,1996,128,north,N,small,B,49
8,1996,128,north,N,small,C,40
8,1996,128,north,N,small,D,44
8,1996,128,north,N,small,E,32
8,1996,135,east,D,large,A,0
8,1996,135,east,D,large,B,0
8,1996,135,east,D,large,C,0
8,1996,135,east,D,large,D,0
8,1996,135,east,D,large,E,0
8,1996,135,east,D,small,A,2
8,1996,135,east,D,small,B,2
8,1996,135,east,D,small,C,0
8,1996,135,east,D,small,D,0
8,1996,135,east,D,small,E,0
8,1996,135,east,N,large,A,41
8,1996,135,east,N,large,B,45
8,1996,135,east,N,large,C,7
8,1996,135,east,N,large,D,4
8,1996,135,east,N,large,E,0
8,1996,135,east,N,small,A,129
8,1996,135,east,N,small,B,75
8,1996,135,east,N,small,C,34
8,1996,135,east,N,small,D,226
8,1996,135,east,N,small,E,124
8,1996,23,south,D,large,A,0
8,1996,23,south,D,large,B,0
8,1996,23,south,D,large,C,0
8,1996,23,south,D,large,D,0
8,1996,23,south,D,large,E,0
8,1996,23,south,D,small,A,0
8,1996,23,south,D,small,B,2
8,1996,23,south,D,small,C,2
8,1996,23,south,D,small,D,0
8,1996,23,south,D,small,E,0
8,1996,23,south,N,large,A,1
8,1996,23,south,N,large,B,0
8,1996,23,south,N,large,C,22
8,1996,23,south,N,large,D,0
8,1996,23,south,N,large,E,0
8,1996,23,south,N,small,A,1
8,1996,23,south,N,small,B,2
8,1996,23,south,N,small,C,11
8,1996,23,south,N,small,D,0
8,1996,23,south,N,small,E,0
8,1996,27,south,D,large,A,0
8,1996,27,south,D,large,B,0
8,1996,27,south,D,large,C,0
8,1996,27,south,D,large,D,0
8,1996,27,south,D,large,E,0
8,1996,27,south,D,small,A,1
8,1996,27,south,D,small,B,0
8,1996,27,south,D,small,C,0
8,1996,27,south,D,small,D,0
8,1996,27,south,D,small,E,0
8,1996,27,south,N,large,A,112
8,1996,27,south,N,large,B,45
8,1996,27,south,N,large,C,57
8,1996,27,south,N,large,D,37
8,1996,27,south,N,large,E,89
8,1996,27,south,N,small,A,67
8,1996,27,south,N,small,B,18
8,1996,27,south,N,small,C,26
8,1996,27,south,N,small,D,26
8,1996,27,south,N,small,E,88
8,1996,41,south,D,large,A,1
8,1996,41,south,D,large,B,1
8,1996,41,south,D,large,C,19
8,1996,41,south,D,large,D,0
8,1996,41,south,D,large,E,0
8,1996,41,south,D,small,A,0
8,1996,41,south,D,small,B,0
8,1996,41,south,D,small,C,0
8,1996,41,south,D,small,D,0
8,1996,41,south,D,small,E,0
8,1996,41,south,N,large,A,19
8,1996,41,south,N,large,B,2
8,1996,41,south,N,large,C,3
8,1996,41,south,N,large,D,0
8,1996,41,south,N,large,E,13
8,1996,41,south,N,small,A,3
8,1996,41,south,N,small,B,0
8,1996,41,south,N,small,C,0
8,1996,41,south,N,small,D,1
8,1996,41,south,N,small,E,6
8,1996,44,south,D,large,A,58
8,1996,44,south,D,large,B,55
8,1996,44,south,D,large,C,41
8,1996,44,south,D,large,D,1
8,1996,44,south,D,large,E,4
8,1996,44,south,D,small,A,13
8,1996,44,south,D,small,B,9
8,1996,44,south,D,small,C,9
8,1996,44,south,D,small,D,1
8,1996,44,south,D,small,E,128
8,1996,44,south,N,large,A,36
8,1996,44,south,N,large,B,69
8,1996,44,south,N,large,C,2
8,1996,44,south,N,large,D,65
8,1996,44,south,N,large,E,90
8,1996,44,south,N,small,A,13
8,1996,44,south,N,small,B,23
8,1996,44,south,N,small,C,1
8,1996,44,south,N,small,D,12
8,1996,44,south,N,small,E,31
8,1996,DN,north,D,large,A,18
8,1996,DN,north,D,large,B,69
8,1996,DN,north,D,large,C,36
8,1996,DN,north,D,large,D,31
8,1996,DN,north,D,large,E,27
8,1996,DN,north,D,small,A,406
8,1996,DN,north,D,small,B,531
8,1996,DN,north,D,small,C,246
8,1996,DN,north,D,small,D,24
8,1996,DN,north,D,small,E,176
8,1996,DN,north,N,large,A,50
8,1996,DN,north,N,large,B,46
8,1996,DN,north,N,large,C,52
8,1996,DN,north,N,large,D,24
8,1996,DN,north,N,large,E,0
8,1996,DN,north,N,small,A,50
8,1996,DN,north,N,small,B,15
8,1996,DN,north,N,small,C,55
8,1996,DN,north,N,small,D,20
8,1996,DN,north,N,small,E,0
6,1997,124,north,D,large,A,58
6,1997,124,north,D,large,B,59
6,1997,124,north,D,large,C,1
6,1997,124,north,D,large,D,49
6,1997,124,north,D,large,E,65
6,1997,124,north,D,small,A,141
6,1997,124,north,D,small,B,36
6,1997,124,north,D,small,C,0
6,1997,124,north,D,small,D,75
6,1997,124,north,D,small,E,61
6,1997,124,north,N,large,A,78
6,1997,124,north,N,large,B,78
6,1997,124,north,N,large,C,21
6,1997,124,north,N,large,D,55
6,1997,124,north,N,large,E,55
6,1997,124,north,N,small,A,47
6,1997,124,north,N,small,B,67
6,1997,124,north,N,small,C,50
6,1997,124,north,N,small,D,58
6,1997,124,north,N,small,E,72
6,1997,128,north,D,large,A,86
6,1997,128,north,D,large,B,87
6,1997,128,north,D,large,C,122
6,1997,128,north,D,large,D,70
6,1997,128,north,D,large,E,80
6,1997,128,north,D,small,A,46
6,1997,128,north,D,small,B,38
6,1997,128,north,D,small,C,74
6,1997,128,north,D,small,D,42
6,1997,128,north,D,small,E,41
6,1997,128,north,N,large,A,66
6,1997,128,north,N,large,B,73
6,1997,128,north,N,large,C,35
6,1997,128,north,N,large,D,83
6,1997,128,north,N,large,E,76
6,1997,128,north,N,small,A,59
6,1997,128,north,N,small,B,74
6,1997,128,north,N,small,C,9
6,1997,128,north,N,small,D,53
6,1997,128,north,N,small,E,128
6,1997,135,east,D,large,A,2
6,1997,135,east,D,large,B,90
6,1997,135,east,D,large,C,87
6,1997,135,east,D,large,D,66
6,1997,135,east,D,large,E,96
6,1997,135,east,D,small,A,2
6,1997,135,east,D,small,B,1
6,1997,135,east,D,small,C,5
6,1997,135,east,D,small,D,1
6,1997,135,east,D,small,E,5
6,1997,135,east,N,large,A,96
6,1997,135,east,N,large,B,12
6,1997,135,east,N,large,C,96
6,1997,135,east,N,large,D,83
6,1997,135,east,N,large,E,94
6,1997,135,east,N,small,A,6
6,1997,135,east,N,small,B,32
6,1997,135,east,N,small,C,2
6,1997,135,east,N,small,D,4
6,1997,135,east,N,small,E,4
6,1997,23,south,D,large,A,64
6,1997,23,south,D,large,B,73
6,1997,23,south,D,large,C,75
6,1997,23,south,D,large,D,36
6,1997,23,south,D,large,E,92
6,1997,23,south,D,small,A,0
6,1997,23,south,D,small,B,11
6,1997,23,south,D,small,C,5
6,1997,23,south,D,small,D,1
6,1997,23,south,D,small,E,5
6,1997,23,south,N,large,A,77
6,1997,23,south,N,large,B,0
6,1997,23,south,N,large,C,58
6,1997,23,south,N,large,D,53
6,1997,23,south,N,large,E,12
6,1997,23,south,N,small,A,8
6,1997,23,south,N,small,B,39
6,1997,23,south,N,small,C,7
6,1997,23,south,N,small,D,6
6,1997,23,south,N,small,E,67
6,1997,27,south,D,large,A,85
6,1997,27,south,D,large,B,92
6,1997,27,south,D,large,C,93
6,1997,27,south,D,large,D,90
6,1997,27,south,D,large,E,75
6,1997,27,south,D,small,A,7
6,1997,27,south,D,small,B,6
6,1997,27,south,D,small,C,8
6,1997,27,south,D,small,D,0
6,1997,27,south,D,small,E,4
6,1997,27,south,N,large,A,99
6,1997,27,south,N,large,B,102
6,1997,27,south,N,large,C,107
6,1997,27,south,N,large,D,73
6,1997,27,south,N,large,E,19
6,1997,27,south,N,small,A,7
6,1997,27,south,N,small,B,7
6,1997,27,south,N,small,C,4
6,1997,27,south,N,small,D,8
6,1997,27,south,N,small,E,46
6,1997,41,south,D,large,A,44
6,1997,41,south,D,large,B,78
6,1997,41,south,D,large,C,49
6,1997,41,south,D,large,D,75
6,1997,41,south,D,large,E,53
6,1997,41,south,D,small,A,2
6,1997,41,south,D,small,B,17
6,1997,41,south,D,small,C,8
6,1997,41,south,D,small,D,19
6,1997,41,south,D,small,E,10
6,1997,41,south,N,large,A,72
6,1997,41,south,N,large,B,36
6,1997,41,south,N,large,C,73
6,1997,41,south,N,large,D,70
6,1997,41,south,N,large,E,54
6,1997,41,south,N,small,A,1
6,1997,41,south,N,small,B,20
6,1997,41,south,N,small,C,10
6,1997,41,south,N,small,D,12
6,1997,41,south,N,small,E,0
6,1997,44,south,D,large,A,25
6,1997,44,south,D,large,B,61
6,1997,44,south,D,large,C,56
6,1997,44,south,D,large,D,82
6,1997,44,south,D,large,E,65
6,1997,44,south,D,small,A,1
6,1997,44,south,D,small,B,13
6,1997,44,south,D,small,C,12
6,1997,44,south,D,small,D,16
6,1997,44,south,D,small,E,12
6,1997,44,south,N,large,A,59
6,1997,44,south,N,large,B,11
6,1997,44,south,N,large,C,25
6,1997,44,south,N,large,D,65
6,1997,44,south,N,large,E,47
6,1997,44,south,N,small,A,2
6,1997,44,south,N,small,B,39
6,1997,44,south,N,small,C,0
6,1997,44,south,N,small,D,6
6,1997,44,south,N,small,E,20
6,1997,DN,north,D,large,A,97
6,1997,DN,north,D,large,B,117
6,1997,DN,north,D,large,C,167
6,1997,DN,north,D,large,D,89
6,1997,DN,north,D,large,E,73
6,1997,DN,north,D,small,A,1
6,1997,DN,north,D,small,B,0
6,1997,DN,north,D,small,C,4
6,1997,DN,north,D,small,D,2
6,1997,DN,north,D,small,E,2
6,1997,DN,north,N,large,A,75
6,1997,DN,north,N,large,B,64
6,1997,DN,north,N,large,C,78
6,1997,DN,north,N,large,D,104
6,1997,DN,north,N,large,E,109
6,1997,DN,north,N,small,A,1
6,1997,DN,north,N,small,B,9
6,1997,DN,north,N,small,C,4
6,1997,DN,north,N,small,D,1
6,1997,DN,north,N,small,E,10
8,1997,124,north,D,large,A,64
8,1997,124,north,D,large,B,59
8,1997,124,north,D,large,C,63
8,1997,124,north,D,large,D,0
8,1997,124,north,D,large,E,99
8,1997,124,north,D,small,A,90
8,1997,124,north,D,small,B,147
8,1997,124,north,D,small,C,138
8,1997,124,north,D,small,D,0
8,1997,124,north,D,small,E,111
8,1997,124,north,N,large,A,66
8,1997,124,north,N,large,B,75
8,1997,124,north,N,large,C,98
8,1997,124,north,N,large,D,146
8,1997,124,north,N,large,E,76
8,1997,124,north,N,small,A,111
8,1997,124,north,N,small,B,136
8,1997,124,north,N,small,C,176
8,1997,124,north,N,small,D,79
8,1997,124,north,N,small,E,176
8,1997,128,north,D,large,A,65
8,1997,128,north,D,large,B,8
8,1997,128,north,D,large,C,12
8,1997,128,north,D,large,D,8
8,1997,128,north,D,large,E,7
8,1997,128,north,D,small,A,32
8,1997,128,north,D,small,B,40
8,1997,128,north,D,small,C,21
8,1997,128,north,D,small,D,32
8,1997,128,north,D,small,E,65
8,1997,128,north,N,large,A,124
8,1997,128,north,N,large,B,70
8,1997,128,north,N,large,C,100
8,1997,128,north,N,large,D,105
8,1997,128,north,N,large,E,135
8,1997,128,north,N,small,A,32
8,1997,128,north,N,small,B,37
8,1997,128,north,N,small,C,124
8,1997,128,north,N,small,D,88
8,1997,128,north,N,small,E,132
8,1997,135,east,D,large,A,131
8,1997,135,east,D,large,B,95
8,1997,135,east,D,large,C,86
8,1997,135,east,D,large,D,84
8,1997,135,east,D,large,E,97
8,1997,135,east,D,small,A,12
8,1997,135,east,D,small,B,15
8,1997,135,east,D,small,C,35
8,1997,135,east,D,small,D,18
8,1997,135,east,D,small,E,20
8,1997,135,east,N,large,A,140
8,1997,135,east,N,large,B,107
8,1997,135,east,N,large,C,110
8,1997,135,east,N,large,D,8
8,1997,135,east,N,large,E,107
8,1997,135,east,N,small,A,23
8,1997,135,east,N,small,B,18
8,1997,135,east,N,small,C,16
8,1997,135,east,N,small,D,1
8,1997,135,east,N,small,E,19
8,1997,23,south,D,large,A,83
8,1997,23,south,D,large,B,75
8,1997,23,south,D,large,C,75
8,1997,23,south,D,large,D,84
8,1997,23,south,D,large,E,28
8,1997,23,south,D,small,A,71
8,1997,23,south,D,small,B,77
8,1997,23,south,D,small,C,55
8,1997,23,south,D,small,D,29
8,1997,23,south,D,small,E,28
8,1997,23,south,N,large,A,96
8,1997,23,south,N,large,B,56
8,1997,23,south,N,large,C,58
8,1997,23,south,N,large,D,9
8,1997,23,south,N,large,E,53
8,1997,23,south,N,small,A,119
8,1997,23,south,N,small,B,25
8,1997,23,south,N,small,C,64
8,1997,23,south,N,small,D,6
8,1997,23,south,N,small,E,71
8,1997,27,south,D,large,A,107
8,1997,27,south,D,large,B,68
8,1997,27,south,D,large,C,88
8,1997,27,south,D,large,D,67
8,1997,27,south,D,large,E,64
8,1997,27,south,D,small,A,43
8,1997,27,south,D,small,B,19
8,1997,27,south,D,small,C,49
8,1997,27,south,D,small,D,32
8,1997,27,south,D,small,E,26
8,1997,27,south,N,large,A,70
8,1997,27,south,N,large,B,68
8,1997,27,south,N,large,C,46
8,1997,27,south,N,large,D,89
8,1997,27,south,N,large,E,67
8,1997,27,south,N,small,A,36
8,1997,27,south,N,small,B,23
8,1997,27,south,N,small,C,17
8,1997,27,south,N,small,D,41
8,1997,27,south,N,small,E,20
8,1997,41,south,D,large,A,51
8,1997,41,south,D,large,B,66
8,1997,41,south,D,large,C,41
8,1997,41,south,D,large,D,52
8,1997,41,south,D,large,E,82
8,1997,41,south,D,small,A,25
8,1997,41,south,D,small,B,45
8,1997,41,south,D,small,C,58
8,1997,41,south,D,small,D,25
8,1997,41,south,D,small,E,45
8,1997,41,south,N,large,A,71
8,1997,41,south,N,large,B,77
8,1997,41,south,N,large,C,59
8,1997,41,south,N,large,D,74
8,1997,41,south,N,large,E,82
8,1997,41,south,N,small,A,52
8,1997,41,south,N,small,B,57
8,1997,41,south,N,small,C,38
8,1997,41,south,N,small,D,57
8,1997,41,south,N,small,E,62
8,1997,44,south,D,large,A,82
8,1997,44,south,D,large,B,76
8,1997,44,south,D,large,C,76
8,1997,44,south,D,large,D,72
8,1997,44,south,D,large,E,58
8,1997,44,south,D,small,A,48
8,1997,44,south,D,small,B,31
8,1997,44,south,D,small,C,27
8,1997,44,south,D,small,D,40
8,1997,44,south,D,small,E,16
8,1997,44,south,N,large,A,67
8,1997,44,south,N,large,B,77
8,1997,44,south,N,large,C,76
8,1997,44,south,N,large,D,89
8,1997,44,south,N,large,E,73
8,1997,44,south,N,small,A,25
8,1997,44,south,N,small,B,51
8,1997,44,south,N,small,C,21
8,1997,44,south,N,small,D,39
8,1997,44,south,N,small,E,19
8,1997,DN,north,D,large,A,5
8,1997,DN,north,D,large,B,2
8,1997,DN,north,D,large,C,1
8,1997,DN,north,D,large,D,3
8,1997,DN,north,D,large,E,4
8,1997,DN,north,D,small,A,13
8,1997,DN,north,D,small,B,77
8,1997,DN,north,D,small,C,10
8,1997,DN,north,D,small,D,15
8,1997,DN,north,D,small,E,40
8,1997,DN,north,N,large,A,93
8,1997,DN,north,N,large,B,51
8,1997,DN,north,N,large,C,36
8,1997,DN,north,N,large,D,9
8,1997,DN,north,N,large,E,59
8,1997,DN,north,N,small,A,18
8,1997,DN,north,N,small,B,10
8,1997,DN,north,N,small,C,11
8,1997,DN,north,N,small,D,20
8,1997,DN,north,N,small,E,44
6,1998,124,north,D,large,A,61
6,1998,124,north,D,large,B,67
6,1998,124,north,D,large,C,36
6,1998,124,north,D,large,D,74
6,1998,124,north,D,large,E,5
6,1998,124,north,D,small,A,59
6,1998,124,north,D,small,B,58
6,1998,124,north,D,small,C,23
6,1998,124,north,D,small,D,72
6,1998,124,north,D,small,E,7
6,1998,124,north,N,large,A,62
6,1998,124,north,N,large,B,60
6,1998,124,north,N,large,C,0
6,1998,124,north,N,large,D,0
6,1998,124,north,N,large,E,93
6,1998,124,north,N,small,A,64
6,1998,124,north,N,small,B,73
6,1998,124,north,N,small,C,1
6,1998,124,north,N,small,D,1
6,1998,124,north,N,small,E,53
6,1998,128,north,D,large,A,0
6,1998,128,north,D,large,B,0
6,1998,128,north,D,large,C,0
6,1998,128,north,D,large,D,18
6,1998,128,north,D,large,E,3
6,1998,128,north,D,small,A,0
6,1998,128,north,D,small,B,0
6,1998,128,north,D,small,C,1
6,1998,128,north,D,small,D,4
6,1998,128,north,D,small,E,3
6,1998,128,north,N,large,A,62
6,1998,128,north,N,large,B,74
6,1998,128,north,N,large,C,72
6,1998,128,north,N,large,D,66
6,1998,128,north,N,large,E,103
6,1998,128,north,N,small,A,14
6,1998,128,north,N,small,B,15
6,1998,128,north,N,small,C,11
6,1998,128,north,N,small,D,22
6,1998,128,north,N,small,E,24
6,1998,135,east,D,large,A,0
6,1998,135,east,D,large,B,40
6,1998,135,east,D,large,C,29
6,1998,135,east,D,large,D,28
6,1998,135,east,D,large,E,57
6,1998,135,east,D,small,A,0
6,1998,135,east,D,small,B,7
6,1998,135,east,D,small,C,6
6,1998,135,east,D,small,D,3
6,1998,135,east,D,small,E,7
6,1998,135,east,N,large,A,55
6,1998,135,east,N,large,B,21
6,1998,135,east,N,large,C,41
6,1998,135,east,N,large,D,41
6,1998,135,east,N,large,E,28
6,1998,135,east,N,small,A,8
6,1998,135,east,N,small,B,2
6,1998,135,east,N,small,C,6
6,1998,135,east,N,small,D,7
6,1998,135,east,N,small,E,4
6,1998,23,south,D,large,A,44
6,1998,23,south,D,large,B,60
6,1998,23,south,D,large,C,3
6,1998,23,south,D,large,D,19
6,1998,23,south,D,large,E,46
6,1998,23,south,D,small,A,31
6,1998,23,south,D,small,B,80
6,1998,23,south,D,small,C,2
6,1998,23,south,D,small,D,16
6,1998,23,south,D,small,E,50
6,1998,23,south,N,large,A,77
6,1998,23,south,N,large,B,39
6,1998,23,south,N,large,C,4
6,1998,23,south,N,large,D,8
6,1998,23,south,N,large,E,32
6,1998,23,south,N,small,A,85
6,1998,23,south,N,small,B,53
6,1998,23,south,N,small,C,1
6,1998,23,south,N,small,D,0
6,1998,23,south,N,small,E,47
6,1998,27,south,D,large,A,90
6,1998,27,south,D,large,B,2
6,1998,27,south,D,large,C,40
6,1998,27,south,D,large,D,6
6,1998,27,south,D,large,E,1
6,1998,27,south,D,small,A,38
6,1998,27,south,D,small,B,0
6,1998,27,south,D,small,C,11
6,1998,27,south,D,small,D,1
6,1998,27,south,D,small,E,0
6,1998,27,south,N,large,A,31
6,1998,27,south,N,large,B,41
6,1998,27,south,N,large,C,57
6,1998,27,south,N,large,D,47
6,1998,27,south,N,large,E,18
6,1998,27,south,N,small,A,20
6,1998,27,south,N,small,B,20
6,1998,27,south,N,small,C,37
6,1998,27,south,N,small,D,28
6,1998,27,south,N,small,E,2
6,1998,41,south,D,large,A,0
6,1998,41,south,D,large,B,0
6,1998,41,south,D,large,C,2
6,1998,41,south,D,large,D,2
6,1998,41,south,D,large,E,1
6,1998,41,south,D,small,A,0
6,1998,41,south,D,small,B,0
6,1998,41,south,D,small,C,2
6,1998,41,south,D,small,D,0
6,1998,41,south,D,small,E,0
6,1998,41,south,N,large,A,62
6,1998,41,south,N,large,B,49
6,1998,41,south,N,large,C,28
6,1998,41,south,N,large,D,1
6,1998,41,south,N,large,E,53
6,1998,41,south,N,small,A,15
6,1998,41,south,N,small,B,14
6,1998,41,south,N,small,C,13
6,1998,41,south,N,small,D,0
6,1998,41,south,N,small,E,20
6,1998,44,south,D,large,A,27
6,1998,44,south,D,large,B,1
6,1998,44,south,D,large,C,49
6,1998,44,south,D,large,D,62
6,1998,44,south,D,large,E,35
6,1998,44,south,D,small,A,10
6,1998,44,south,D,small,B,0
6,1998,44,south,D,small,C,17
6,1998,44,south,D,small,D,45
6,1998,44,south,D,small,E,17
6,1998,44,south,N,large,A,64
6,1998,44,south,N,large,B,30
6,1998,44,south,N,large,C,51
6,1998,44,south,N,large,D,62
6,1998,44,south,N,large,E,38
6,1998,44,south,N,small,A,29
6,1998,44,south,N,small,B,8
6,1998,44,south,N,small,C,18
6,1998,44,south,N,small,D,39
6,1998,44,south,N,small,E,12
6,1998,DN,north,D,large,A,4
6,1998,DN,north,D,large,B,7
6,1998,DN,north,D,large,C,0
6,1998,DN,north,D,large,D,4
6,1998,DN,north,D,large,E,0
6,1998,DN,north,D,small,A,0
6,1998,DN,north,D,small,B,1
6,1998,DN,north,D,small,C,1
6,1998,DN,north,D,small,D,0
6,1998,DN,north,D,small,E,0
6,1998,DN,north,N,large,A,18
6,1998,DN,north,N,large,B,11
6,1998,DN,north,N,large,C,0
6,1998,DN,north,N,large,D,2
6,1998,DN,north,N,large,E,2
6,1998,DN,north,N,small,A,4
6,1998,DN,north,N,small,B,0
6,1998,DN,north,N,small,C,1
6,1998,DN,north,N,small,D,1
6,1998,DN,north,N,small,E,0
8,1998,124,north,D,large,A,1
8,1998,124,north,D,large,B,30
8,1998,124,north,D,large,C,84
8,1998,124,north,D,large,D,72
8,1998,124,north,D,large,E,32
8,1998,124,north,D,small,A,4
8,1998,124,north,D,small,B,8
8,1998,124,north,D,small,C,8
8,1998,124,north,D,small,D,5
8,1998,124,north,D,small,E,3
8,1998,124,north,N,large,A,73
8,1998,124,north,N,large,B,12
8,1998,124,north,N,large,C,50
8,1998,124,north,N,large,D,34
8,1998,124,north,N,large,E,5
8,1998,124,north,N,small,A,13
8,1998,124,north,N,small,B,1
8,1998,124,north,N,small,C,5
8,1998,124,north,N,small,D,20
8,1998,124,north,N,small,E,15
8,1998,128,north,D,large,A,0
8,1998,128,north,D,large,B,0
8,1998,128,north,D,large,C,0
8,1998,128,north,D,large,D,0
8,1998,128,north,D,large,E,0
8,1998,128,north,D,small,A,3
8,1998,128,north,D,small,B,2
8,1998,128,north,D,small,C,1
8,1998,128,north,D,small,D,2
8,1998,128,north,D,small,E,0
8,1998,128,north,N,large,A,69
8,1998,128,north,N,large,B,81
8,1998,128,north,N,large,C,26
8,1998,128,north,N,large,D,60
8,1998,128,north,N,large,E,0
8,1998,128,north,N,small,A,89
8,1998,128,north,N,small,B,82
8,1998,128,north,N,small,C,21
8,1998,128,north,N,small,D,42
8,1998,128,north,N,small,E,0
8,1998,135,east,D,large,A,143
8,1998,135,east,D,large,B,138
8,1998,135,east,D,large,C,134
8,1998,135,east,D,large,D,5
8,1998,135,east,D,large,E,6
8,1998,135,east,D,small,A,0
8,1998,135,east,D,small,B,0
8,1998,135,east,D,small,C,6
8,1998,135,east,D,small,D,6
8,1998,135,east,D,small,E,5
8,1998,23,south,D,large,A,0
8,1998,23,south,D,large,B,0
8,1998,23,south,D,large,C,0
8,1998,23,south,D,large,D,0
8,1998,23,south,D,large,E,0
8,1998,23,south,D,small,A,0
8,1998,23,south,D,small,B,0
8,1998,23,south,D,small,C,0
8,1998,23,south,D,small,D,0
8,1998,23,south,D,small,E,0
8,1998,23,south,N,large,A,6
8,1998,23,south,N,large,B,5
8,1998,23,south,N,large,C,0
8,1998,23,south,N,large,D,2
8,1998,23,south,N,large,E,0
8,1998,23,south,N,small,A,4
8,1998,23,south,N,small,B,1
8,1998,23,south,N,small,C,4
8,1998,23,south,N,small,D,1
8,1998,23,south,N,small,E,0
8,1998,27,south,D,large,A,0
8,1998,27,south,D,large,B,0
8,1998,27,south,D,large,C,0
8,1998,27,south,D,large,D,0
8,1998,27,south,D,large,E,0
8,1998,27,south,D,small,A,1
8,1998,27,south,D,small,B,2
8,1998,27,south,D,small,C,1
8,1998,27,south,D,small,D,0
8,1998,27,south,D,small,E,3
8,1998,27,south,N,large,A,0
8,1998,27,south,N,large,B,0
8,1998,27,south,N,large,C,0
8,1998,27,south,N,large,D,0
8,1998,27,south,N,large,E,0
8,1998,27,south,N,small,A,3
8,1998,27,south,N,small,B,2
8,1998,27,south,N,small,C,4
8,1998,27,south,N,small,D,0
8,1998,27,south,N,small,E,0
8,1998,41,south,D,large,A,0
8,1998,41,south,D,large,B,0
8,1998,41,south,D,large,C,0
8,1998,41,south,D,large,D,0
8,1998,41,south,D,large,E,0
8,1998,41,south,D,small,A,2
8,1998,41,south,D,small,B,0
8,1998,41,south,D,small,C,0
8,1998,41,south,D,small,D,0
8,1998,41,south,D,small,E,0
8,1998,41,south,N,large,A,1
8,1998,41,south,N,large,B,6
8,1998,41,south,N,large,C,0
8,1998,41,south,N,large,D,7
8,1998,41,south,N,large,E,0
8,1998,41,south,N,small,A,2
8,1998,41,south,N,small,B,4
8,1998,41,south,N,small,C,1
8,1998,41,south,N,small,D,2
8,1998,41,south,N,small,E,0
8,1998,44,south,D,large,A,0
8,1998,44,south,D,large,B,0
8,1998,44,south,D,large,C,0
8,1998,44,south,D,large,D,0
8,1998,44,south,D,large,E,0
8,1998,44,south,D,small,A,2
8,1998,44,south,D,small,B,2
8,1998,44,south,D,small,C,1
8,1998,44,south,D,small,D,0
8,1998,44,south,D,small,E,1
8,1998,44,south,N,large,A,0
8,1998,44,south,N,large,B,2
8,1998,44,south,N,large,C,4
8,1998,44,south,N,large,D,0
8,1998,44,south,N,large,E,0
8,1998,44,south,N,small,A,0
8,1998,44,south,N,small,B,42
8,1998,44,south,N,small,C,13
8,1998,44,south,N,small,D,0
8,1998,44,south,N,small,E,3
8,1998,DN,north,N,large,A,0
8,1998,DN,north,N,large,B,64
8,1998,DN,north,N,large,C,11
8,1998,DN,north,N,large,D,54
8,1998,DN,north,N,large,E,28
8,1998,DN,north,N,small,A,0
8,1998,DN,north,N,small,B,95
8,1998,DN,north,N,small,C,42
8,1998,DN,north,N,small,D,30
8,1998,DN,north,N,small,E,29
7,1999,124,north,D,large,A,23
7,1999,124,north,D,large,B,19
7,1999,124,north,D,large,C,11
7,1999,124,north,D,large,D,25
7,1999,124,north,D,large,E,18
7,1999,124,north,D,small,A,46
7,1999,124,north,D,small,B,23
7,1999,124,north,D,small,C,20
7,1999,124,north,D,small,D,21
7,1999,124,north,D,small,E,29
7,1999,124,north,N,large,A,18
7,1999,124,north,N,large,B,20
7,1999,124,north,N,large,C,30
7,1999,124,north,N,large,D,14
7,1999,124,north,N,large,E,15
7,1999,124,north,N,small,A,31
7,1999,124,north,N,small,B,44
7,1999,124,north,N,small,C,57
7,1999,124,north,N,small,D,19
7,1999,124,north,N,small,E,55
7,1999,128,north,D,large,A,1
7,1999,128,north,D,large,B,2
7,1999,128,north,D,large,C,7
7,1999,128,north,D,large,D,0
7,1999,128,north,D,large,E,19
7,1999,128,north,D,small,A,3
7,1999,128,north,D,small,B,2
7,1999,128,north,D,small,C,11
7,1999,128,north,D,small,D,4
7,1999,128,north,D,small,E,9
7,1999,128,north,N,large,A,30
7,1999,128,north,N,large,B,49
7,1999,128,north,N,large,C,23
7,1999,128,north,N,large,D,32
7,1999,128,north,N,large,E,31
7,1999,128,north,N,small,A,117
7,1999,128,north,N,small,B,139
7,1999,128,north,N,small,C,135
7,1999,128,north,N,small,D,120
7,1999,128,north,N,small,E,94
7,1999,135,east,D,large,A,1
7,1999,135,east,D,large,B,0
7,1999,135,east,D,large,C,0
7,1999,135,east,D,large,D,0
7,1999,135,east,D,large,E,0
7,1999,135,east,D,small,A,0
7,1999,135,east,D,small,B,0
7,1999,135,east,D,small,C,0
